idnum	intelligens	utbildning	SEB	USEP25	USEP30	USEP35	USEP40
375	15.317986	7.908316	7.067682	6.024337	9.405662	6.813065	11.814153
376	18.088752	6.575612	5.421519	2.708661	4.72588	6.274636	7.883153
377	26.890871	10.756857	19.501199	10.289178	10.013416	12.156578	15.702422
378	15.104317	13.995132	17.255391	4.934449	14.595715	11.105593	9.439596
379	20.68468	9.812394	12.489581	10.271568	9.266579	2.120628	2.822964
380	5.850842	3.668613	4.876884	10.375282	5.641742	4.717775	3.787729
381	12.233902	6.746287	10.922994	5.294515	13.093491	12.9696	17.2107
382	26.097487	8.765068	12.680819	10.460859	7.774984	14.253837	18.424845
383	23.880431	7.731984	14.908489	5.586282	8.259523	6.389642	4.932653
384	9.176307	7.17624	16.644364	6.536408	8.219839	9.547262	10.082012
385	13.050414	6.582571	13.777624	6.817568	4.557301	3.71457	6.470095
386	30.298307	10.68129	14.552792	6.149995	6.33228	5.948576	8.239361
387	13.552524	11.360296	12.927854	4.952091	8.617221	8.665674	7.460447
388	12.644387	-2.049109	5.723523	-2.787296	2.81471	2.906644	1.507224
389	21.971265	9.707558	17.439507	16.343812	17.832311	23.012839	22.264792
390	19.383146	14.799553	12.321653	7.055519	7.422437	11.865278	7.718105
391	23.704769	8.662308	13.272946	12.557063	11.390878	8.714065	7.945512
392	23.613471	0.515653	13.327904	5.167464	7.15945	6.210597	7.014535
393	25.967649	17.74025	18.567496	11.356681	13.800665	13.612669	10.831759
394	18.241608	10.952844	15.079461	5.749349	4.041987	6.258355	9.067047
395	21.947725	8.501215	7.910673	5.414036	6.799371	9.557642	8.6503
396	17.116625	13.778596	9.831705	9.403486	9.84292	7.443685	8.455079
397	16.072248	7.820024	8.98539	9.429485	9.820241	2.409819	1.9693
398	17.97155	1.662462	16.520109	12.77335	11.910833	14.782898	13.689483
399	18.216853	10.019985	13.405368	5.539906	6.627535	6.654647	9.222822
400	22.347102	5.18636	9.938164	7.884723	8.64931	12.109309	9.143759
401	9.528863	9.24527	16.379594	5.319557	5.512393	12.326004	13.674668
402	13.997713	3.625775	9.283427	4.359126	5.035595	3.63719	2.414663
403	24.467577	2.322358	17.537053	8.95394	9.469739	9.916092	13.00632
404	15.838981	8.163273	8.270669	-2.282784	2.151435	0.602656	0.263891
405	20.48156	6.899247	4.473631	4.08752	5.079896	8.057622	9.313452
406	20.193138	3.930286	9.662697	3.603862	3.276473	7.566477	11.817348
407	24.751682	7.575282	12.480608	10.298988	11.565941	10.941412	9.1811
408	9.136912	2.657478	6.226418	1.636825	2.717449	4.729549	8.624793
409	20.077534	6.762411	10.932821	6.602783	9.706421	8.784781	9.470911
410	23.638275	10.727971	5.140604	6.479446	10.509249	3.810642	7.082641
411	9.085916	12.577063	2.296662	9.570123	11.440196	10.47089	9.188065
412	0.795639	8.783227	9.464359	8.607257	11.383133	10.850918	8.23311
413	18.161864	8.088419	12.405071	16.425681	16.976819	17.835759	18.842265
414	12.396747	1.495139	6.514266	4.95609	1.185255	4.614171	8.853605
415	14.593691	0.747769	13.611091	10.119347	13.589599	12.474742	11.036685
416	20.2502	9.091578	6.812409	3.567732	6.941015	9.077592	5.737087
417	13.532315	2.255949	17.29697	2.80975	10.968642	4.834806	4.084927
418	11.584872	7.810205	8.940256	7.177482	7.834366	11.053034	12.948693
419	17.966687	10.923089	13.055591	4.085342	4.468256	6.644669	10.164952
420	23.166965	6.558128	14.773824	11.604143	12.877571	10.377572	12.416231
421	14.592783	14.251497	12.663293	8.72014	9.339314	9.90066	10.010416
422	13.362848	7.89852	4.741414	6.655971	8.895736	7.829782	7.167269
423	11.40449	9.936596	8.709396	2.100594	8.858697	9.218633	4.740284
424	15.275696	7.827416	14.722363	4.113846	4.609175	6.881581	7.61738
425	25.830438	7.292052	13.133598	11.96039	13.534358	14.385483	13.567162
426	24.885504	3.436085	8.85968	4.376395	0.907381	5.183912	5.240035
427	9.624448	9.434854	11.832326	9.58419	8.999239	10.826928	10.758577
428	18.054558	9.624928	12.716413	2.159061	5.79679	6.631533	5.368538
429	9.082994	6.25832	5.732186	3.251294	1.552256	7.944404	3.324906
430	23.200614	9.548638	18.940458	11.858879	10.770554	11.508541	16.42959
431	7.561582	4.372296	5.911253	6.324706	4.908011	7.686772	6.100184
432	15.604245	-2.448126	7.778698	3.890425	1.072627	2.175049	6.906916
433	3.025337	3.22626	5.791281	-0.94137	0.869022	2.641884	0.409627
434	18.365596	7.570771	6.738185	3.779396	4.374479	3.334821	3.291841
435	13.567479	5.628054	11.673663	7.748438	7.7967	7.148576	5.849425
436	28.824387	10.823692	16.926666	12.354761	14.456246	12.80884	8.150018
437	12.205677	8.475121	13.142173	5.332378	7.736624	7.553453	8.283201
438	21.465543	2.573964	11.765924	1.763207	5.550004	7.4482	9.312831
439	9.191355	6.901915	16.131652	9.835869	14.262092	16.04174	17.950265
440	24.919247	10.483918	21.838989	12.756075	11.466857	8.812571	10.920606
441	13.829321	10.64567	9.884154	9.716845	9.418406	5.05572	8.724718
442	11.451655	2.346244	6.162644	3.79055	7.49184	8.207448	9.14844
443	13.46315	8.554145	6.370482	3.891765	5.589781	2.345428	1.168191
444	19.597563	4.611053	9.470049	9.161814	5.66937	7.092473	7.20217
445	13.956598	7.170452	12.160221	8.418351	9.850758	10.963181	12.173259
446	20.045214	7.865202	9.709101	5.090716	3.85794	8.593822	10.39017
447	12.924544	12.538575	14.831776	9.776466	5.289641	6.429369	5.520737
448	21.635328	14.024829	10.099166	6.111366	5.367851	7.483035	9.330939
449	12.761789	5.519757	9.974052	3.928783	3.602068	6.594861	7.021276
450	16.294017	-0.358223	13.904113	5.475284	11.881964	11.788431	10.583096
451	22.425747	14.170525	15.027144	13.053952	11.651612	12.256426	10.466671
452	14.7221	6.743009	10.09459	7.48617	6.337845	5.096734	8.411642
453	16.387777	3.562859	11.442671	1.987765	3.83635	2.767065	4.331634
454	20.323803	9.335542	10.011267	5.876547	7.847422	7.975807	11.619324
455	21.333744	2.894451	6.478594	5.392939	0.299617	5.820929	3.608733
456	24.88002	11.221139	12.98428	9.918992	13.012232	16.21579	14.595119
457	6.523219	-0.573038	6.301275	-0.188721	9.801038	8.5076	11.067423
458	12.59858	3.109894	7.874533	4.719173	5.443094	4.996148	7.513208
459	13.997124	1.43477	13.102036	14.189289	10.92745	10.490546	9.836783
460	14.299579	4.098462	19.830097	8.895839	15.51213	12.380409	10.371673
461	8.931386	4.640359	2.852366	5.548186	5.971799	8.83008	5.27959
462	22.815346	9.596762	11.029469	7.407181	4.884475	8.633517	14.397997
463	21.620179	6.539618	13.128887	8.434252	8.726285	5.880137	9.005912
464	17.292727	4.039784	5.555646	1.396723	5.461649	4.439807	0.515818
465	16.330733	14.385785	12.484207	13.70849	11.123936	18.968457	15.958375
466	8.518826	8.997485	6.940498	8.172315	5.092245	4.517831	3.447326
467	23.401375	4.555214	6.129966	3.726851	6.13715	2.444997	5.648517
468	20.309946	3.608671	15.636557	4.05167	12.314598	7.914277	9.993143
469	15.782326	5.22262	8.02376	12.17678	8.112587	11.094738	9.915811
470	23.903448	6.544415	10.244609	7.916241	7.64013	8.266841	4.765399
471	16.336606	7.647748	8.387853	7.022154	12.083695	9.731888	9.999837
472	3.758521	-1.699998	5.40218	-0.976499	-2.278535	-1.45004	-0.653485
473	12.861973	11.80845	8.549931	8.746503	5.064658	4.908012	3.06036
474	27.376571	4.259394	17.655837	16.495303	17.907511	18.239991	17.457968
475	15.278054	8.404757	12.880942	6.751946	11.260966	3.535853	6.46629
476	0.597296	2.140349	7.057647	4.323034	5.566895	5.068635	3.942047
477	19.930051	6.118905	14.662228	10.011538	8.028609	11.046206	9.809443
478	9.798132	5.5324	10.289714	5.923495	4.522319	4.778381	3.718903
479	25.568315	0.436981	16.87613	8.99233	12.78871	9.158031	11.329318
480	15.794556	10.027349	10.108082	3.070128	7.440693	4.465125	6.241802
481	15.897945	5.965239	8.885615	3.488857	5.304288	4.960778	6.202946
482	23.184247	6.822095	8.201613	4.009421	8.509358	12.044395	11.550776
483	23.245347	1.915213	10.959705	7.526899	8.390093	9.008793	11.401108
484	17.377756	8.377463	11.926126	10.737632	9.622155	8.514766	13.63859
485	15.002495	10.394469	12.418779	12.492536	15.801349	20.648795	18.739953
486	29.435491	0.860868	9.524192	6.824979	15.632979	9.983587	11.380345
487	7.858811	2.701694	13.796005	2.974946	1.219701	3.466913	5.308694
488	13.396969	13.441883	13.733414	4.019626	7.84898	5.217408	8.662228
489	16.039729	2.201615	9.11473	7.857569	6.230482	4.763367	4.621039
490	29.005245	7.609478	11.972433	11.632239	7.889699	7.895053	6.085009
491	30.478513	10.301258	19.553384	11.863375	14.609927	18.825689	16.032023
492	18.776042	7.540518	13.86305	11.142564	15.160623	14.237002	18.67385
493	28.521125	7.776716	13.575886	12.174919	17.650609	19.105041	16.664985
494	28.212002	0.985481	10.410677	8.895605	8.548965	10.022548	6.100703
495	17.110065	7.78753	6.703036	4.985131	7.570415	9.116746	6.400532
496	16.931375	11.314247	9.4165	3.254683	8.651083	9.783909	10.261746
497	18.57777	7.306607	13.76469	4.626042	6.215228	6.499526	8.213082
498	12.90458	15.447715	15.868758	7.137494	7.149046	8.915934	8.421749
499	13.102145	2.897284	10.792243	3.881857	4.406193	6.791496	5.897328
500	22.470759	13.805069	17.677326	10.849275	12.913656	9.671475	12.218024
