Subject	Country_Name	Country_Id	Sample	Skill_trans	East	Coordinat	Education	Occu_Stat
14503	Norway	9	1672	-1.24	0	1	2	62.913788
14504	Norway	9	1672	-1.24	0	1	2	19.858669
14505	Norway	9	1672	-1.24	0	1	2	61.462493
14506	Norway	9	1672	-1.24	0	1	2	50.847626
14507	Norway	9	1672	-1.24	0	1	2	74.225277
14508	Norway	9	1672	-1.24	0	1	2	30.583841
14509	Norway	9	1672	-1.24	0	1	2	8.779773
14510	Norway	9	1672	-1.24	0	1	2	57.395655
14511	Norway	9	1672	-1.24	0	1	2	9.554761
14512	Norway	9	1672	-1.24	0	1	2	60.829396
14513	Norway	9	1672	-1.24	0	1	2	28.456181
14514	Norway	9	1672	-1.24	0	1	2	-2.887936
14515	Norway	9	1672	-1.24	0	1	2	21.433992
14516	Norway	9	1672	-1.24	0	1	2	19.817146
14517	Norway	9	1672	-1.24	0	1	2	9.193303
14518	Norway	9	1672	-1.24	0	1	2	36.351722
14519	Norway	9	1672	-1.24	0	1	2	65.720973
14520	Norway	9	1672	-1.24	0	1	2	18.402213
14521	Norway	9	1672	-1.24	0	1	2	8.640168
14522	Norway	9	1672	-1.24	0	1	2	65.730502
14523	Norway	9	1672	-1.24	0	1	2	35.403077
14524	Norway	9	1672	-1.24	0	1	2	31.821267
14525	Norway	9	1672	-1.24	0	1	2	38.303341
14526	Norway	9	1672	-1.24	0	1	2	76.267758
14527	Norway	9	1672	-1.24	0	1	2	74.741806
14528	Norway	9	1672	-1.24	0	1	2	43.118439
14529	Norway	9	1672	-1.24	0	1	2	-3.280251
14530	Norway	9	1672	-1.24	0	1	2	38.234564
14531	Norway	9	1672	-1.24	0	1	2	30.051404
14532	Norway	9	1672	-1.24	0	1	2	12.518364
14533	Norway	9	1672	-1.24	0	1	2	27.070235
14534	Norway	9	1672	-1.24	0	1	2	55.60193
14535	Norway	9	1672	-1.24	0	1	2	48.065227
14536	Norway	9	1672	-1.24	0	1	2	62.163804
14537	Norway	9	1672	-1.24	0	1	2	45.422572
14538	Norway	9	1672	-1.24	0	1	2	34.219731
14539	Norway	9	1672	-1.24	0	1	2	43.028043
14540	Norway	9	1672	-1.24	0	1	2	69.05913
14541	Norway	9	1672	-1.24	0	1	2	79.862936
14542	Norway	9	1672	-1.24	0	1	2	69.830312
14543	Norway	9	1672	-1.24	0	1	2	47.569166
14544	Norway	9	1672	-1.24	0	1	2	17.234546
14545	Norway	9	1672	-1.24	0	1	2	38.679764
14546	Norway	9	1672	-1.24	0	1	2	72.712768
14547	Norway	9	1672	-1.24	0	1	2	74.911394
14548	Norway	9	1672	-1.24	0	1	2	43.297771
14549	Norway	9	1672	-1.24	0	1	2	37.279214
14550	Norway	9	1672	-1.24	0	1	2	62.48245
14551	Norway	9	1672	-1.24	0	1	2	41.711674
14552	Norway	9	1672	-1.24	0	1	2	35.354652
14553	Norway	9	1672	-1.24	0	1	2	44.170854
14554	Norway	9	1672	-1.24	0	1	2	27.563314
14555	Norway	9	1672	-1.24	0	1	2	71.038802
14556	Norway	9	1672	-1.24	0	1	2	62.600589
14557	Norway	9	1672	-1.24	0	1	2	72.60213
14558	Norway	9	1672	-1.24	0	1	2	26.321622
14559	Norway	9	1672	-1.24	0	1	2	42.874169
14560	Norway	9	1672	-1.24	0	1	2	67.020585
14561	Norway	9	1672	-1.24	0	1	2	36.093563
14562	Norway	9	1672	-1.24	0	1	2	40.553432
14563	Norway	9	1672	-1.24	0	1	2	26.991039
14564	Norway	9	1672	-1.24	0	1	2	42.289041
14565	Norway	9	1672	-1.24	0	1	2	39.596053
14566	Norway	9	1672	-1.24	0	1	2	41.820956
14567	Norway	9	1672	-1.24	0	1	2	28.185233
14568	Norway	9	1672	-1.24	0	1	2	22.9846
14569	Norway	9	1672	-1.24	0	1	2	15.978763
14570	Norway	9	1672	-1.24	0	1	2	37.45641
14571	Norway	9	1672	-1.24	0	1	2	38.09957
14572	Norway	9	1672	-1.24	0	1	2	23.515525
14573	Norway	9	1672	-1.24	0	1	2	43.487485
14574	Norway	9	1672	-1.24	0	1	2	-1.132472
14575	Norway	9	1672	-1.24	0	1	2	30.824262
14576	Norway	9	1672	-1.24	0	1	2	2.977706
14577	Norway	9	1672	-1.24	0	1	2	58.364674
14578	Norway	9	1672	-1.24	0	1	2	27.716338
14579	Norway	9	1672	-1.24	0	1	2	80.937134
14580	Norway	9	1672	-1.24	0	1	2	6.887654
14581	Norway	9	1672	-1.24	0	1	2	58.037715
14582	Norway	9	1672	-1.24	0	1	2	21.25443
14583	Norway	9	1672	-1.24	0	1	2	-8.297603
14584	Norway	9	1672	-1.24	0	1	2	96.3307
14585	Norway	9	1672	-1.24	0	1	2	43.291772
14586	Norway	9	1672	-1.24	0	1	2	31.15626
14587	Norway	9	1672	-1.24	0	1	2	53.460557
14588	Norway	9	1672	-1.24	0	1	2	43.284903
14589	Norway	9	1672	-1.24	0	1	2	25.556417
14590	Norway	9	1672	-1.24	0	1	2	20.75639
14591	Norway	9	1672	-1.24	0	1	2	29.873972
14592	Norway	9	1672	-1.24	0	1	2	10.225455
14593	Norway	9	1672	-1.24	0	1	2	45.615822
14594	Norway	9	1672	-1.24	0	1	2	17.369495
14595	Norway	9	1672	-1.24	0	1	2	55.361676
14596	Norway	9	1672	-1.24	0	1	2	49.268746
14597	Norway	9	1672	-1.24	0	1	2	63.631043
14598	Norway	9	1672	-1.24	0	1	2	31.65861
14599	Norway	9	1672	-1.24	0	1	2	85.429073
14600	Norway	9	1672	-1.24	0	1	2	15.198374
14601	Norway	9	1672	-1.24	0	1	2	20.156743
14602	Norway	9	1672	-1.24	0	1	2	34.877522
14603	Norway	9	1672	-1.24	0	1	2	34.683629
14604	Norway	9	1672	-1.24	0	1	2	84.448811
14605	Norway	9	1672	-1.24	0	1	2	8.52563
14606	Norway	9	1672	-1.24	0	1	2	17.339532
14607	Norway	9	1672	-1.24	0	1	2	57.681918
14608	Norway	9	1672	-1.24	0	1	2	27.725499
14609	Norway	9	1672	-1.24	0	1	2	24.705732
14610	Norway	9	1672	-1.24	0	1	2	67.019927
14611	Norway	9	1672	-1.24	0	1	2	46.985106
14612	Norway	9	1672	-1.24	0	1	2	63.855417
14613	Norway	9	1672	-1.24	0	1	2	37.414051
14614	Norway	9	1672	-1.24	0	1	2	8.684315
14615	Norway	9	1672	-1.24	0	1	2	25.692094
14616	Norway	9	1672	-1.24	0	1	2	33.704165
14617	Norway	9	1672	-1.24	0	1	2	20.198242
14618	Norway	9	1672	-1.24	0	1	2	67.13955
14619	Norway	9	1672	-1.24	0	1	2	14.759304
14620	Norway	9	1672	-1.24	0	1	2	42.102809
14621	Norway	9	1672	-1.24	0	1	2	49.121007
14622	Norway	9	1672	-1.24	0	1	2	34.51346
14623	Norway	9	1672	-1.24	0	1	2	38.302834
14624	Norway	9	1672	-1.24	0	1	2	15.309169
14625	Norway	9	1672	-1.24	0	1	2	69.793224
14626	Norway	9	1672	-1.24	0	1	2	22.715857
14627	Norway	9	1672	-1.24	0	1	2	84.487555
14628	Norway	9	1672	-1.24	0	1	2	-2.813346
14629	Norway	9	1672	-1.24	0	1	2	-3.876724
14630	Norway	9	1672	-1.24	0	1	2	76.249027
14631	Norway	9	1672	-1.24	0	1	2	56.04497
14632	Norway	9	1672	-1.24	0	1	2	52.278813
14633	Norway	9	1672	-1.24	0	1	2	83.911782
14634	Norway	9	1672	-1.24	0	1	2	25.292213
14635	Norway	9	1672	-1.24	0	1	2	25.495289
14636	Norway	9	1672	-1.24	0	1	2	39.553589
14637	Norway	9	1672	-1.24	0	1	2	3.66429
14638	Norway	9	1672	-1.24	0	1	2	15.824274
14639	Norway	9	1672	-1.24	0	1	2	12.505299
14640	Norway	9	1672	-1.24	0	1	2	50.675837
14641	Norway	9	1672	-1.24	0	1	2	72.024621
14642	Norway	9	1672	-1.24	0	1	2	54.829271
14643	Norway	9	1672	-1.24	0	1	2	14.472268
14644	Norway	9	1672	-1.24	0	1	2	48.931664
14645	Norway	9	1672	-1.24	0	1	2	62.83156
14646	Norway	9	1672	-1.24	0	1	2	42.739187
14647	Norway	9	1672	-1.24	0	1	2	40.257589
14648	Norway	9	1672	-1.24	0	1	2	28.855647
14649	Norway	9	1672	-1.24	0	1	2	92.610399
14650	Norway	9	1672	-1.24	0	1	2	33.178944
14651	Norway	9	1672	-1.24	0	1	2	57.48553
14652	Norway	9	1672	-1.24	0	1	2	39.691816
14653	Norway	9	1672	-1.24	0	1	2	61.363901
14654	Norway	9	1672	-1.24	0	1	2	64.541556
14655	Norway	9	1672	-1.24	0	1	2	30.309902
14656	Norway	9	1672	-1.24	0	1	2	51.948914
14657	Norway	9	1672	-1.24	0	1	2	38.484552
14658	Norway	9	1672	-1.24	0	1	2	44.765511
14659	Norway	9	1672	-1.24	0	1	2	12.459758
14660	Norway	9	1672	-1.24	0	1	2	29.977715
14661	Norway	9	1672	-1.24	0	1	2	83.495224
14662	Norway	9	1672	-1.24	0	1	2	34.3585
14663	Norway	9	1672	-1.24	0	1	2	36.702357
14664	Norway	9	1672	-1.24	0	1	2	22.954454
14665	Norway	9	1672	-1.24	0	1	2	26.037112
14666	Norway	9	1672	-1.24	0	1	2	35.101901
14667	Norway	9	1672	-1.24	0	1	2	14.94496
14668	Norway	9	1672	-1.24	0	1	2	71.808609
14669	Norway	9	1672	-1.24	0	1	2	68.213163
14670	Norway	9	1672	-1.24	0	1	2	30.914337
14671	Norway	9	1672	-1.24	0	1	2	57.182369
14672	Norway	9	1672	-1.24	0	1	2	66.302821
14673	Norway	9	1672	-1.24	0	1	2	43.852337
14674	Norway	9	1672	-1.24	0	1	2	29.238386
14675	Norway	9	1672	-1.24	0	1	2	30.634725
14676	Norway	9	1672	-1.24	0	1	2	40.697713
14677	Norway	9	1672	-1.24	0	1	2	16.740272
14678	Norway	9	1672	-1.24	0	1	2	24.40789
14679	Norway	9	1672	-1.24	0	1	2	39.265529
14680	Norway	9	1672	-1.24	0	1	2	35.253848
14681	Norway	9	1672	-1.24	0	1	2	96.83821
14682	Norway	9	1672	-1.24	0	1	2	35.404439
14683	Norway	9	1672	-1.24	0	1	2	16.277177
14684	Norway	9	1672	-1.24	0	1	2	24.231171
14685	Norway	9	1672	-1.24	0	1	2	61.799158
14686	Norway	9	1672	-1.24	0	1	2	49.452579
14687	Norway	9	1672	-1.24	0	1	2	24.759888
14688	Norway	9	1672	-1.24	0	1	2	23.509406
14689	Norway	9	1672	-1.24	0	1	2	42.660798
14690	Norway	9	1672	-1.24	0	1	2	31.90601
14691	Norway	9	1672	-1.24	0	1	2	16.879099
14692	Norway	9	1672	-1.24	0	1	2	92.590675
14693	Norway	9	1672	-1.24	0	1	2	49.031534
14694	Norway	9	1672	-1.24	0	1	2	40.097589
14695	Norway	9	1672	-1.24	0	1	2	59.740629
14696	Norway	9	1672	-1.24	0	1	2	13.784896
14697	Norway	9	1672	-1.24	0	1	2	41.704779
14698	Norway	9	1672	-1.24	0	1	2	70.367347
14699	Norway	9	1672	-1.24	0	1	2	43.344269
14700	Norway	9	1672	-1.24	0	1	2	46.351316
14701	Norway	9	1672	-1.24	0	1	2	64.808805
14702	Norway	9	1672	-1.24	0	1	2	33.016445
14703	Norway	9	1672	-1.24	0	1	2	79.68222
14704	Norway	9	1672	-1.24	0	1	2	59.724744
14705	Norway	9	1672	-1.24	0	1	2	22.967811
14706	Norway	9	1672	-1.24	0	1	2	24.541179
14707	Norway	9	1672	-1.24	0	1	2	55.995303
14708	Norway	9	1672	-1.24	0	1	2	54.499166
14709	Norway	9	1672	-1.24	0	1	2	32.018023
14710	Norway	9	1672	-1.24	0	1	2	42.420848
14711	Norway	9	1672	-1.24	0	1	2	50.65563
14712	Norway	9	1672	-1.24	0	1	2	51.933043
14713	Norway	9	1672	-1.24	0	1	2	51.524966
14714	Norway	9	1672	-1.24	0	1	2	83.774226
14715	Norway	9	1672	-1.24	0	1	2	33.563547
14716	Norway	9	1672	-1.24	0	1	2	42.814403
14717	Norway	9	1672	-1.24	0	1	2	43.169832
14718	Norway	9	1672	-1.24	0	1	2	38.062503
14719	Norway	9	1672	-1.24	0	1	2	9.018571
14720	Norway	9	1672	-1.24	0	1	2	36.489443
14721	Norway	9	1672	-1.24	0	1	2	83.373566
14722	Norway	9	1672	-1.24	0	1	2	83.506607
14723	Norway	9	1672	-1.24	0	1	2	61.97076
14724	Norway	9	1672	-1.24	0	1	2	16.646867
14725	Norway	9	1672	-1.24	0	1	2	52.180939
14726	Norway	9	1672	-1.24	0	1	2	49.37084
14727	Norway	9	1672	-1.24	0	1	2	67.37355
14728	Norway	9	1672	-1.24	0	1	2	39.294892
14729	Norway	9	1672	-1.24	0	1	2	14.703348
14730	Norway	9	1672	-1.24	0	1	2	35.351395
14731	Norway	9	1672	-1.24	0	1	2	10.033907
14732	Norway	9	1672	-1.24	0	1	2	39.699211
14733	Norway	9	1672	-1.24	0	1	2	60.453055
14734	Norway	9	1672	-1.24	0	1	2	0.380096
14735	Norway	9	1672	-1.24	0	1	2	55.20029
14736	Norway	9	1672	-1.24	0	1	2	-12.372897
14737	Norway	9	1672	-1.24	0	1	2	-11.012725
14738	Norway	9	1672	-1.24	0	1	2	11.038314
14739	Norway	9	1672	-1.24	0	1	2	28.415449
14740	Norway	9	1672	-1.24	0	1	2	42.868208
14741	Norway	9	1672	-1.24	0	1	2	49.081182
14742	Norway	9	1672	-1.24	0	1	2	53.8606
14743	Norway	9	1672	-1.24	0	1	2	25.707558
14744	Norway	9	1672	-1.24	0	1	2	43.866151
14745	Norway	9	1672	-1.24	0	1	2	41.007312
14746	Norway	9	1672	-1.24	0	1	2	17.973467
14747	Norway	9	1672	-1.24	0	1	2	43.449214
14748	Norway	9	1672	-1.24	0	1	2	30.750582
14749	Norway	9	1672	-1.24	0	1	2	52.24783
14750	Norway	9	1672	-1.24	0	1	2	42.520373
14751	Norway	9	1672	-1.24	0	1	2	14.929011
14752	Norway	9	1672	-1.24	0	1	2	25.749027
14753	Norway	9	1672	-1.24	0	1	2	32.860574
14754	Norway	9	1672	-1.24	0	1	2	86.096397
14755	Norway	9	1672	-1.24	0	1	2	37.3907
14756	Norway	9	1672	-1.24	0	1	2	53.610494
14757	Norway	9	1672	-1.24	0	1	2	74.641572
14758	Norway	9	1672	-1.24	0	1	2	61.420652
14759	Norway	9	1672	-1.24	0	1	2	43.782791
14760	Norway	9	1672	-1.24	0	1	2	59.220652
14761	Norway	9	1672	-1.24	0	1	2	78.896388
14762	Norway	9	1672	-1.24	0	1	2	19.078657
14763	Norway	9	1672	-1.24	0	1	2	36.020311
14764	Norway	9	1672	-1.24	0	1	2	68.098734
14765	Norway	9	1672	-1.24	0	1	2	16.719377
14766	Norway	9	1672	-1.24	0	1	2	63.666765
14767	Norway	9	1672	-1.24	0	1	2	20.728397
14768	Norway	9	1672	-1.24	0	1	2	8.949702
14769	Norway	9	1672	-1.24	0	1	2	44.436699
14770	Norway	9	1672	-1.24	0	1	2	24.962105
14771	Norway	9	1672	-1.24	0	1	2	38.569341
14772	Norway	9	1672	-1.24	0	1	2	47.173856
14773	Norway	9	1672	-1.24	0	1	2	35.470502
14774	Norway	9	1672	-1.24	0	1	2	84.790081
14775	Norway	9	1672	-1.24	0	1	2	63.760589
14776	Norway	9	1672	-1.24	0	1	2	18.988607
14777	Norway	9	1672	-1.24	0	1	2	33.015504
14778	Norway	9	1672	-1.24	0	1	2	18.463981
14779	Norway	9	1672	-1.24	0	1	2	31.392405
14780	Norway	9	1672	-1.24	0	1	2	46.645656
14781	Norway	9	1672	-1.24	0	1	2	2.398858
14782	Norway	9	1672	-1.24	0	1	2	46.229676
14783	Norway	9	1672	-1.24	0	1	2	26.27929
14784	Norway	9	1672	-1.24	0	1	2	53.629036
14785	Norway	9	1672	-1.24	0	1	2	26.386741
14786	Norway	9	1672	-1.24	0	1	2	54.206317
14787	Norway	9	1672	-1.24	0	1	2	33.679108
14788	Norway	9	1672	-1.24	0	1	2	30.011147
14789	Norway	9	1672	-1.24	0	1	2	42.743858
14790	Norway	9	1672	-1.24	0	1	2	68.943964
14791	Norway	9	1672	-1.24	0	1	2	66.123315
14792	Norway	9	1672	-1.24	0	1	2	26.016882
14793	Norway	9	1672	-1.24	0	1	2	0.708873
14794	Norway	9	1672	-1.24	0	1	2	38.084018
14795	Norway	9	1672	-1.24	0	1	2	53.1904
14796	Norway	9	1672	-1.24	0	1	2	45.495512
14797	Norway	9	1672	-1.24	0	1	2	29.844655
14798	Norway	9	1672	-1.24	0	1	2	40.415937
14799	Norway	9	1672	-1.24	0	1	2	52.215346
14800	Norway	9	1672	-1.24	0	1	2	5.159426
14801	Norway	9	1672	-1.24	0	1	2	38.548387
14802	Norway	9	1672	-1.24	0	1	2	27.873554
14803	Norway	9	1672	-1.24	0	1	2	-4.315558
14804	Norway	9	1672	-1.24	0	1	2	33.005776
14805	Norway	9	1672	-1.24	0	1	2	5.975648
14806	Norway	9	1672	-1.24	0	1	2	47.198757
14807	Norway	9	1672	-1.24	0	1	2	42.285104
14808	Norway	9	1672	-1.24	0	1	2	1.54208
14809	Norway	9	1672	-1.24	0	1	2	46.217728
14810	Norway	9	1672	-1.24	0	1	2	36.613759
14811	Norway	9	1672	-1.24	0	1	2	39.741157
14812	Norway	9	1672	-1.24	0	1	2	22.675576
14813	Norway	9	1672	-1.24	0	1	2	32.905378
14814	Norway	9	1672	-1.24	0	1	2	38.70727
14815	Norway	9	1672	-1.24	0	1	2	26.005575
14816	Norway	9	1672	-1.24	0	1	2	45.080992
14817	Norway	9	1672	-1.24	0	1	2	14.906104
14818	Norway	9	1672	-1.24	0	1	2	47.777311
14819	Norway	9	1672	-1.24	0	1	2	39.885893
14820	Norway	9	1672	-1.24	0	1	2	61.772056
14821	Norway	9	1672	-1.24	0	1	2	-17.215044
14822	Norway	9	1672	-1.24	0	1	2	30.122726
14823	Norway	9	1672	-1.24	0	1	2	51.969493
14824	Norway	9	1672	-1.24	0	1	2	25.631578
14825	Norway	9	1672	-1.24	0	1	2	46.143784
14826	Norway	9	1672	-1.24	0	1	2	55.67189
14827	Norway	9	1672	-1.24	0	1	2	12.139923
14828	Norway	9	1672	-1.24	0	1	2	19.295001
14829	Norway	9	1672	-1.24	0	1	2	26.109388
14830	Norway	9	1672	-1.24	0	1	2	17.885389
14831	Norway	9	1672	-1.24	0	1	2	66.56102
14832	Norway	9	1672	-1.24	0	1	2	28.588428
14833	Norway	9	1672	-1.24	0	1	2	8.323304
14834	Norway	9	1672	-1.24	0	1	2	66.355924
14835	Norway	9	1672	-1.24	0	1	2	46.935933
14836	Norway	9	1672	-1.24	0	1	2	52.347471
14837	Norway	9	1672	-1.24	0	1	2	29.783903
14838	Norway	9	1672	-1.24	0	1	2	11.568934
14839	Norway	9	1672	-1.24	0	1	2	13.131079
14840	Norway	9	1672	-1.24	0	1	2	56.53467
14841	Norway	9	1672	-1.24	0	1	2	29.355895
14842	Norway	9	1672	-1.24	0	1	2	77.934125
14843	Norway	9	1672	-1.24	0	1	2	67.631673
14844	Norway	9	1672	-1.24	0	1	2	40.918919
14845	Norway	9	1672	-1.24	0	1	2	21.715601
14846	Norway	9	1672	-1.24	0	1	2	46.220435
14847	Norway	9	1672	-1.24	0	1	2	51.854838
14848	Norway	9	1672	-1.24	0	1	2	12.899749
14849	Norway	9	1672	-1.24	0	1	2	54.425424
14850	Norway	9	1672	-1.24	0	1	2	19.611428
14851	Norway	9	1672	-1.24	0	1	2	40.235325
14852	Norway	9	1672	-1.24	0	1	2	49.77763
14853	Norway	9	1672	-1.24	0	1	2	39.658091
14854	Norway	9	1672	-1.24	0	1	2	30.096007
14855	Norway	9	1672	-1.24	0	1	2	58.809217
14856	Norway	9	1672	-1.24	0	1	2	15.44492
14857	Norway	9	1672	-1.24	0	1	2	39.374211
14858	Norway	9	1672	-1.24	0	1	2	41.568741
14859	Norway	9	1672	-1.24	0	1	2	14.697423
14860	Norway	9	1672	-1.24	0	1	2	58.868841
14861	Norway	9	1672	-1.24	0	1	2	26.420991
14862	Norway	9	1672	-1.24	0	1	2	35.20239
14863	Norway	9	1672	-1.24	0	1	2	40.390053
14864	Norway	9	1672	-1.24	0	1	2	64.211534
14865	Norway	9	1672	-1.24	0	1	2	89.805562
14866	Norway	9	1672	-1.24	0	1	2	-3.34558
14867	Norway	9	1672	-1.24	0	1	2	35.791382
14868	Norway	9	1672	-1.24	0	1	2	6.720586
14869	Norway	9	1672	-1.24	0	1	2	41.03424
14870	Norway	9	1672	-1.24	0	1	2	58.743099
14871	Norway	9	1672	-1.24	0	1	2	37.148185
14872	Norway	9	1672	-1.24	0	1	2	16.726536
14873	Norway	9	1672	-1.24	0	1	2	88.561406
14874	Norway	9	1672	-1.24	0	1	2	66.921119
14875	Norway	9	1672	-1.24	0	1	2	37.601968
14876	Norway	9	1672	-1.24	0	1	2	37.946261
14877	Norway	9	1672	-1.24	0	1	2	60.149871
14878	Norway	9	1672	-1.24	0	1	2	10.52625
14879	Norway	9	1672	-1.24	0	1	2	43.79804
14880	Norway	9	1672	-1.24	0	1	2	69.277972
14881	Norway	9	1672	-1.24	0	1	2	39.224
14882	Norway	9	1672	-1.24	0	1	2	70.19762
14883	Norway	9	1672	-1.24	0	1	2	37.548315
14884	Norway	9	1672	-1.24	0	1	2	79.313548
14885	Norway	9	1672	-1.24	0	1	2	44.106193
14886	Norway	9	1672	-1.24	0	1	2	62.319752
14887	Norway	9	1672	-1.24	0	1	2	76.398658
14888	Norway	9	1672	-1.24	0	1	2	65.244702
14889	Norway	9	1672	-1.24	0	1	2	36.522897
14890	Norway	9	1672	-1.24	0	1	2	29.419304
14891	Norway	9	1672	-1.24	0	1	2	20.008065
14892	Norway	9	1672	-1.24	0	1	2	27.081153
14893	Norway	9	1672	-1.24	0	1	2	13.506394
14894	Norway	9	1672	-1.24	0	1	2	25.146593
14895	Norway	9	1672	-1.24	0	1	2	12.821455
14896	Norway	9	1672	-1.24	0	1	2	8.920292
14897	Norway	9	1672	-1.24	0	1	2	87.47195
14898	Norway	9	1672	-1.24	0	1	2	23.863022
14899	Norway	9	1672	-1.24	0	1	2	41.040914
14900	Norway	9	1672	-1.24	0	1	2	51.583571
14901	Norway	9	1672	-1.24	0	1	2	55.395356
14902	Norway	9	1672	-1.24	0	1	2	43.238793
14903	Norway	9	1672	-1.24	0	1	2	5.91745
14904	Norway	9	1672	-1.24	0	1	2	30.441117
14905	Norway	9	1672	-1.24	0	1	2	27.491537
14906	Norway	9	1672	-1.24	0	1	2	27.856777
14907	Norway	9	1672	-1.24	0	1	2	31.942427
14908	Norway	9	1672	-1.24	0	1	2	19.237526
14909	Norway	9	1672	-1.24	0	1	2	44.115365
14910	Norway	9	1672	-1.24	0	1	2	61.108099
14911	Norway	9	1672	-1.24	0	1	2	36.840147
14912	Norway	9	1672	-1.24	0	1	2	48.072867
14913	Norway	9	1672	-1.24	0	1	2	43.806463
14914	Norway	9	1672	-1.24	0	1	2	81.821005
14915	Norway	9	1672	-1.24	0	1	2	51.083403
14916	Norway	9	1672	-1.24	0	1	2	48.927467
14917	Norway	9	1672	-1.24	0	1	2	26.453236
14918	Norway	9	1672	-1.24	0	1	2	28.818782
14919	Norway	9	1672	-1.24	0	1	2	39.773003
14920	Norway	9	1672	-1.24	0	1	2	22.156765
14921	Norway	9	1672	-1.24	0	1	2	54.796225
14922	Norway	9	1672	-1.24	0	1	2	67.197147
14923	Norway	9	1672	-1.24	0	1	2	38.631316
14924	Norway	9	1672	-1.24	0	1	2	29.96606
14925	Norway	9	1672	-1.24	0	1	2	52.224336
14926	Norway	9	1672	-1.24	0	1	2	-2.722507
14927	Norway	9	1672	-1.24	0	1	2	32.812815
14928	Norway	9	1672	-1.24	0	1	2	72.378275
14929	Norway	9	1672	-1.24	0	1	2	-8.691866
14930	Norway	9	1672	-1.24	0	1	2	62.923468
14931	Norway	9	1672	-1.24	0	1	2	35.915713
14932	Norway	9	1672	-1.24	0	1	2	24.291781
14933	Norway	9	1672	-1.24	0	1	2	27.04976
14934	Norway	9	1672	-1.24	0	1	2	39.827357
14935	Norway	9	1672	-1.24	0	1	2	16.513472
14936	Norway	9	1672	-1.24	0	1	2	53.763634
14937	Norway	9	1672	-1.24	0	1	2	38.913539
14938	Norway	9	1672	-1.24	0	1	2	45.876065
14939	Norway	9	1672	-1.24	0	1	2	44.61724
14940	Norway	9	1672	-1.24	0	1	2	41.874353
14941	Norway	9	1672	-1.24	0	1	2	27.791937
14942	Norway	9	1672	-1.24	0	1	2	62.05228
14943	Norway	9	1672	-1.24	0	1	2	46.012189
14944	Norway	9	1672	-1.24	0	1	2	30.915615
14945	Norway	9	1672	-1.24	0	1	2	13.764197
14946	Norway	9	1672	-1.24	0	1	2	20.369096
14947	Norway	9	1672	-1.24	0	1	2	87.352289
14948	Norway	9	1672	-1.24	0	1	2	24.854394
14949	Norway	9	1672	-1.24	0	1	2	32.274314
14950	Norway	9	1672	-1.24	0	1	2	47.925439
14951	Norway	9	1672	-1.24	0	1	2	2.767539
14952	Norway	9	1672	-1.24	0	1	2	44.363099
14953	Norway	9	1672	-1.24	0	1	2	13.314175
14954	Norway	9	1672	-1.24	0	1	2	51.015095
14955	Norway	9	1672	-1.24	0	1	2	35.98307
14956	Norway	9	1672	-1.24	0	1	2	31.655337
14957	Norway	9	1672	-1.24	0	1	2	50.082852
14958	Norway	9	1672	-1.24	0	1	2	45.621979
14959	Norway	9	1672	-1.24	0	1	2	42.031159
14960	Norway	9	1672	-1.24	0	1	3	12.067668
14961	Norway	9	1672	-1.24	0	1	3	23.562702
14962	Norway	9	1672	-1.24	0	1	3	40.019869
14963	Norway	9	1672	-1.24	0	1	3	31.003958
14964	Norway	9	1672	-1.24	0	1	3	54.895676
14965	Norway	9	1672	-1.24	0	1	3	10.562649
14966	Norway	9	1672	-1.24	0	1	3	11.734643
14967	Norway	9	1672	-1.24	0	1	3	49.463062
14968	Norway	9	1672	-1.24	0	1	3	57.303835
14969	Norway	9	1672	-1.24	0	1	3	41.015562
14970	Norway	9	1672	-1.24	0	1	3	37.676455
14971	Norway	9	1672	-1.24	0	1	3	27.44624
14972	Norway	9	1672	-1.24	0	1	3	28.057871
14973	Norway	9	1672	-1.24	0	1	3	61.96621
14974	Norway	9	1672	-1.24	0	1	3	63.424923
14975	Norway	9	1672	-1.24	0	1	3	30.536177
14976	Norway	9	1672	-1.24	0	1	3	72.854896
14977	Norway	9	1672	-1.24	0	1	3	49.937021
14978	Norway	9	1672	-1.24	0	1	3	44.329599
14979	Norway	9	1672	-1.24	0	1	3	62.249699
14980	Norway	9	1672	-1.24	0	1	3	38.769298
14981	Norway	9	1672	-1.24	0	1	3	69.199406
14982	Norway	9	1672	-1.24	0	1	3	19.800146
14983	Norway	9	1672	-1.24	0	1	3	50.367746
14984	Norway	9	1672	-1.24	0	1	3	71.01949
14985	Norway	9	1672	-1.24	0	1	3	36.233633
14986	Norway	9	1672	-1.24	0	1	3	33.320343
14987	Norway	9	1672	-1.24	0	1	3	17.339464
14988	Norway	9	1672	-1.24	0	1	3	30.209672
14989	Norway	9	1672	-1.24	0	1	3	22.948561
14990	Norway	9	1672	-1.24	0	1	3	56.112657
14991	Norway	9	1672	-1.24	0	1	3	44.544973
14992	Norway	9	1672	-1.24	0	1	3	59.670525
14993	Norway	9	1672	-1.24	0	1	3	45.345234
14994	Norway	9	1672	-1.24	0	1	3	33.473082
14995	Norway	9	1672	-1.24	0	1	3	32.588723
14996	Norway	9	1672	-1.24	0	1	3	36.920736
14997	Norway	9	1672	-1.24	0	1	3	60.813488
14998	Norway	9	1672	-1.24	0	1	3	55.76362
14999	Norway	9	1672	-1.24	0	1	3	55.91097
